"Duration..in.seconds."	"ResponseId"	"age"	"sex"	"sex_3_TEXT"	"eth"	"eth_9_TEXT"	"rel"	"rel_8_TEXT"	"conLib_1"	"conLib_2"	"sdo_1"	"sdo_2"	"sdo_3"	"sdo_4"	"sdo_5"	"sdo_6"	"sdo_7"	"sdo_8"	"rwa_1"	"rwa_2"	"rwa_3"	"rwa_4"	"rwa_5"	"rwa_6"	"rwa_7"	"rwa_8"	"rwa_9"	"pols_1"	"pols_2"	"pols_3"	"pols_4"	"pols_5"	"beth_1"	"beth_2"	"beth_3"	"beth_4"	"bethSym1_4"	"stanley_1"	"stanley_2"	"stanley_3"	"stanley_4"	"stanleySym1_1"	"tina_1"	"tina_2"	"tina_3"	"tina_4"	"tinaSym1_1"	"speaker_1"	"speaker_2"	"speaker_3"	"speaker_4"	"speakerSym1_1"	"bethCheck"	"bethSRel"	"bethSwitch_1"	"bethSwitch_2"	"bethSwitch_3"	"bethSwitch_4"	"bethSym2_1"	"stanleyCheck"	"stanleySRel"	"stanleySwitch_1"	"stanleySwitch_2"	"stanleySwitch_3"	"stanleySwitch_4"	"stanleySym2_1"	"tinaCheck"	"tinaSRel"	"tinaSwitch_1"	"tinaSwitch_2"	"tinaSwitch_3"	"tinaSwitch_4"	"tinaSym2_1"	"speakerCheck"	"speakerSRel"	"speakerSwitch_1"	"speakerSwitch_2"	"speakerSwitch_3"	"speakerSwitch_4"	"speakerSym2_1"	"box"	"leftFirst"	"order"	"mTurkCode"	"team"	"id"	"sdo"	"sdo_level"	"SDO"	"lsdo"	"slsdo"	"apc_1"	"apc_2"	"frs_1"	"frs_2"	"frs_3"	"rwa"	"apc"	"bethAtt"	"tinaAtt"	"stanleyAtt"	"speakerAtt"	"totalAtt"	"beth"	"bethSwitch"	"tina"	"tinaSwitch"	"speaker"	"speakerSwitch"	"stanley"	"stanleySwitch"	"liked2"	"liked2_2"	"sdo_level2"	"message"	"sdo_level2c"	"bethDiff"	"tinaDiff"	"stanDiff"	"speaDiff"
"1487"	"R_1rq9eM3zEtmf8BD"	53	"Male"	""	"Asian"	""	"Agnostic"	""	"50"	"50"	5	6	7	8	6	6	8	7	0	7	5	1	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"5 Slightly agree"	-100	-61	93	-100	-100	1	7	1	7	"0"	5	2	3	6	"31"	2	4	2	1	"82"	5	4	7	7	"65"	"Republicans"	"Not at all"	1	7	1	7	"25"	"Donald Trump"	"&nbsp;"	5	5	3	7	"48"	"People are too insensitive about race and gender"	"&nbsp;"	2	2	1	1	"78"	"Support of multiculturalism"	"&nbsp;"	5	4	7	7	"67"	"I live near Berkeley, and I'm a conservative. What Antifa does not understand is that throughout history, those that censor in the name of social progress end up being censored themselves. I'm a Taiwanese immigrant. Immigrants understand this as we have lived through it. What Antifa is doing is nothing new. It's the same tactic used by communists all over the world. But these revolutionaries always end up being executed by the communist governments they helped set up."	"1"	"21"	"7294734"	"reps"	103	6.625	"high"	3.99375	1.89085037187229	1.09205374416351	6	2	6	6	4	3.25	4	1	1	1	1	4	4	4	2.25	1.5	5.75	5.75	4	5	-1	-3.99375	"high"	1	1	0	-0.75	1	0
"1295"	"R_Y5huqFYtsCoeBsB"	32	"Female"	""	"Caucasian"	""	"Christianity"	""	"22"	"4"	5	2	5	6	5	5	7	6	5	7	4	4	"5 Slightly agree"	"4 Neutral"	"5 Slightly agree"	"5 Slightly agree"	"4 Neutral"	-33	21	40	-89	-57	3	5	4	5	"-61"	5	6	6	5	"62"	5	6	2	5	"-2"	4	3	5	5	"22"	"Republicans"	"To some extent"	3	5	6	5	"0"	"Hillary Clinton"	"Not at all"	5	6	6	5	"-24"	"People are too sensitive about race and gender"	"&nbsp;"	5	6	2	5	"-1"	"Opposition to multiculturalism"	"To some extent"	1	2	5	5	"-22"	""	"0"	"18"	"9125934"	"reps"	104	5.125	"high"	2.49375	1.63413052502447	0.835333897315694	4	5	4	4	3	5	4.5	0	1	1	1	3	4.25	4.75	4.5	4.5	4.25	3.25	5.5	5.5	1	2.49375	"high"	-1	1	0.5	0	0	-1
"474"	"R_3lyUm7DNOV5n0Fa"	32	"Female"	""	"Caucasian"	""	"Christianity"	""	"29"	"32"	5	1	5	4	3	4	4	4	6	7	4	4	"5 Slightly agree"	"4 Neutral"	"6 Agree"	"5 Slightly agree"	"2 Disagree"	10	1	59	-84	-25	2	6	4	6	"9"	3	5	4	3	"-6"	2	6	1	5	"22"	4	3	2	5	"7"	"Democrats"	"&nbsp;"	2	6	4	6	"-6"	"Hillary Clinton"	"&nbsp;"	3	5	5	2	"-3"	"People are too sensitive about race and gender"	"&nbsp;"	2	6	1	5	"-12"	"Opposition to multiculturalism"	"&nbsp;"	4	3	2	6	"-7"	""	"0"	"20"	"4404788"	"reps"	105	3.75	"high"	1.11875	1.32175583998232	0.522959212273541	4	5	5	4	1	5.25	4.5	1	1	1	1	4	4.5	4.5	3.5	3.5	3.5	3.75	3.75	3.75	1	1.11875	"high"	-1	1	0	0	0	0.25
"1390"	"R_20YbZplDoUnFh0F"	35	"Male"	""	"Caucasian"	""	"Christianity"	""	"47"	"31"	5	5	7	6	0	5	7	6	5	7	2	6	"6 Agree"	"6 Agree"	"5 Slightly agree"	"7 Strongly agree"	"2 Disagree"	19	3	100	-100	-88	2	7	2	5	"42"	6	6	6	6	"-39"	6	5	3	2	"59"	5	3	6	6	"89"	"Democrats"	"To some extent"	2	6	5	3	"30"	"Donald Trump"	"&nbsp;"	7	6	6	5	"-42"	"People are too sensitive about race and gender"	"To some extent"	5	6	3	4	"49"	"Opposition to multiculturalism"	"&nbsp;"	1	3	2	2	"47"	""	"1"	"23"	"4948661"	"reps"	106	5.125	"high"	2.49375	1.63413052502447	0.835333897315694	5	3	4	6	1	5	4	0	0	1	0	1	4	4	4	4.5	5	2	6	6	-1	-2.49375	"high"	1	1	0	0.5	0	-3
"618"	"R_W3AI9Lt5C7wGLnP"	34	"Male"	""	"Caucasian"	""	"Christianity"	""	"21"	"-3"	0	1	2	4	1	1	4	3	4	4	5	1	"5 Slightly agree"	"2 Disagree"	"6 Agree"	"5 Slightly agree"	"4 Neutral"	30	-61	-15	-89	-7	3	6	6	6	"1"	7	7	7	7	"-21"	6	6	3	5	"-21"	4	6	6	6	"-18"	"Republicans"	"Not at all"	3	6	5	6	"-1"	"Donald Trump"	"Not at all"	7	7	6	7	"17"	"People are too insensitive about race and gender"	"&nbsp;"	6	6	2	5	"27"	"Support of multiculturalism"	"&nbsp;"	4	6	6	6	"-31"	""	"1"	"23"	"7775688"	"reps"	107	2	"medium"	-0.63125	0.693147180559945	-0.105649447148833	4	7	5	4	3	3.5	5.5	1	1	1	1	4	5.25	5	5	4.75	5.5	5.5	7	6.75	1	0.63125	"low"	1	-1	-0.25	-0.25	-0.25	0
"198"	"R_3KVIXj2JQ3abs3w"	29	"Male"	""	"Asian"	""	"Islam"	""	"-43"	"35"	5	0	4	7	2	5	7	3	0	5	3	5	"1 Strongly disagree"	"5 Slightly agree"	"7 Strongly agree"	"7 Strongly agree"	"6 Agree"	94	-62	-44	-92	86	7	5	5	1	"100"	4	7	2	1	"59"	7	3	2	1	"-11"	-1	7	5	5	"26"	"Libertarians"	"&nbsp;"	5	3	2	2	"24"	"Hillary Clinton"	"&nbsp;"	3	6	3	6	"53"	"People are too insensitive about race and gender"	"&nbsp;"	6	4	7	7	"19"	"Support of multiculturalism"	"&nbsp;"	3	2	3	6	"70"	""	"0"	"19"	"6931511"	"reps"	108	4.125	"high"	1.49375	1.41706601978664	0.618269392077866	0	4	6	6	5	3.25	2	0	0	1	0	1	4.5	3	3.25	6	4	3.5	3.5	4.5	1	1.49375	"high"	-1	1	-1.5	2.75	1	-0.5
"961"	"R_RE5bmQ3J9SkqZ3P"	51	"Female"	""	"Caucasian"	""	"Christianity"	""	"34"	"33"	3	0	2	2	4	4	6	2	6	7	4	2	"7 Strongly agree"	"4 Neutral"	"7 Strongly agree"	"7 Strongly agree"	"3 Slightly disagree"	-73	0	90	-100	-100	2	6	7	5	"-20"	7	7	7	6	"0"	7	7	1	7	"75"	5	3	4	6	"-75"	"Democrats"	"Not at all"	2	6	7	5	"-71"	"Hillary Clinton"	"&nbsp;"	7	7	7	4	"-20"	"People are too sensitive about race and gender"	"&nbsp;"	5	6	1	5	"-87"	"Opposition to multiculturalism"	"&nbsp;"	4	3	3	6	"40"	""	"0"	"4"	"3641505"	"reps"	109	2.875	"medium"	0.24375	1.05605267424931	0.257256046540535	6	5	6	6	2	4.75	5.5	1	1	1	1	4	5	5	5.5	4.25	4.5	4	6.75	6.25	1	0.24375	"high"	-1	1	0	-1.25	-0.5	-0.5
"545"	"R_12EENLiDOCbFMCm"	34	"Male"	""	"Caucasian"	""	"Christianity"	""	"30"	"30"	0	0	2	2	0	0	2	2	4	6	3	0	"1 Strongly disagree"	"1 Strongly disagree"	"7 Strongly agree"	"1 Strongly disagree"	"4 Neutral"	68	21	31	-100	-100	3	7	6	7	"0"	5	7	7	7	"0"	7	7	3	5	"0"	0	1	1	1	"-100"	"Democrats"	"Not at all"	2	7	7	7	"0"	"Hillary Clinton"	"Not at all"	7	7	7	7	"0"	"People are too sensitive about race and gender"	"Not at all"	7	7	3	6	"0"	"Opposition to multiculturalism"	"To a large extent"	5	3	1	7	"100"	"None, thank you.  "	"0"	"16"	"2711908"	"reps"	110	1	"low"	-1.63125	0	-0.798796627708778	0	8	6	0	3	3.25	4	1	1	1	1	4	5.75	5.75	5.5	5.75	0.75	4	6.5	7	-1	-1.63125	"low"	-1	-1	0	0.25	0.5	3.25
"747"	"R_1fm7rCmH28Fz2Vi"	48	"Female"	""	"Caucasian"	""	"Christianity"	""	"50"	"50"	3	3	5	5	6	5	7	5	5	6	3	3	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"4 Neutral"	-100	100	87	-100	-100	6	7	6	7	"100"	6	4	6	2	"-81"	7	5	3	4	"100"	5	7	4	7	"100"	"Democrats"	"Not at all"	7	7	6	7	"-100"	"Hillary Clinton"	"Not at all"	7	4	6	2	"-100"	"People are too sensitive about race and gender"	"To some extent"	5	5	3	3	"-100"	"Opposition to multiculturalism"	"&nbsp;"	5	7	4	6	"-100"	""	"0"	"23"	"6595449"	"reps"	111	4.875	"high"	2.24375	1.58412010444981	0.785323476741032	6	2	6	6	3	4.25	4	1	1	1	1	4	6.5	6.75	4.75	4	5.75	5.5	4.5	4.75	1	2.24375	"high"	-1	1	0.25	-0.75	0.25	-0.25
"501"	"R_216WiUQIJQ3Q1Wx"	51	"Female"	""	"Caucasian"	""	"Christianity"	""	"47"	"49"	5	5	7	8	5	5	8	8	5	7	5	2	"1 Strongly disagree"	"1 Strongly disagree"	"6 Agree"	"7 Strongly agree"	"3 Slightly disagree"	-98	3	97	-98	-98	3	3	2	4	"-62"	1	1	1	1	"-96"	6	6	1	5	"-2"	4	6	6	6	"0"	"Republicans"	"To some extent"	3	2	6	3	"25"	"Donald Trump"	"Not at all"	1	1	1	1	"-96"	"People are too insensitive about race and gender"	"To some extent"	5	6	1	7	"-84"	"Support of multiculturalism"	"To a large extent"	5	7	7	7	"85"	""	"1"	"2"	"575931"	"reps"	112	6.375	"high"	3.74375	1.85238409104449	1.05358746333571	0	8	5	6	2	4.75	4	1	1	1	1	4	3	3.5	4.5	4.75	5.5	6.5	1	1	-1	-3.74375	"high"	1	1	0.5	0.25	0	1
"623"	"R_3ndfwOyJTQRhl5A"	44	"Female"	""	"Caucasian"	""	"Christianity"	""	"30"	"30"	1	1	4	3	1	3	3	3	4	4	3	3	"4 Neutral"	"4 Neutral"	"5 Slightly agree"	"5 Slightly agree"	"5 Slightly agree"	-3	0	54	-87	-45	3	4	4	3	"38"	4	4	4	4	"0"	4	4	3	4	"0"	2	3	3	4	"0"	"Libertarians"	"&nbsp;"	4	4	4	4	"0"	"Hillary Clinton"	"&nbsp;"	4	4	4	4	"0"	"People are too sensitive about race and gender"	"Not at all"	4	4	4	4	"0"	"Support for affirmative action"	"&nbsp;"	2	4	4	4	"0"	""	"0"	"2"	"5307049"	"reps"	113	2.375	"medium"	-0.25625	0.864997437486605	0.0662008097778263	3	5	4	4	4	3.5	4	0	1	1	0	2	3.5	4	3.75	4	3	3.5	4	4	-1	-0.25625	"low"	-1	-1	0.5	0.25	0	0.5
"591"	"R_1qea5w0vPNqUiJ0"	36	"Male"	""	"Caucasian"	""	"Christianity"	""	"50"	"50"	5	6	5	5	6	6	6	5	4	8	4	6	"7 Strongly agree"	"4 Neutral"	"7 Strongly agree"	"7 Strongly agree"	"2 Disagree"	-100	100	100	-100	-100	6	6	2	6	"-100"	2	2	2	2	"-100"	1	1	1	1	"-100"	4	2	6	6	"-100"	"Republicans"	"Not at all"	4	6	2	6	"-100"	"Donald Trump"	"Not at all"	2	2	2	2	"-100"	"People are too sensitive about race and gender"	"Not at all"	1	1	1	1	"-100"	"Support of multiculturalism"	"Not at all"	5	2	7	1	"-100"	""	"1"	"14"	"9235387"	"reps"	114	5.5	"high"	2.86875	1.70474809223843	0.905951464529647	6	5	6	6	1	5.5	5.5	1	0	1	1	3	5	4.5	1	1	4.5	3.75	2	2	-1	-2.86875	"high"	1	1	-0.5	0	0	-0.75
"609"	"R_1rJhWfvqaqsi7XD"	31	"Male"	""	"African American"	""	"Christianity"	""	"50"	"31"	6	6	8	8	6	0	8	8	5	8	5	5	"6 Agree"	"1 Strongly disagree"	"6 Agree"	"6 Agree"	"1 Strongly disagree"	-100	-100	-100	-100	-100	6	6	2	2	"0"	1	3	1	3	"0"	6	6	2	7	"0"	-1	7	7	7	"0"	"Democrats"	"Not at all"	6	6	2	2	"-3"	"Hillary Clinton"	"Not at all"	2	6	6	2	"0"	"People are too sensitive about race and gender"	"Not at all"	6	6	2	2	"0"	"Opposition to multiculturalism"	"Not at all"	5	7	7	6	"0"	""	"0"	"17"	"8611131"	"reps"	115	6.25	"high"	3.61875	1.83258146374831	1.03378483603953	5	8	5	5	0	5.75	6.5	1	1	1	1	4	4	4	5.25	4	5	6.25	2	4	1	3.61875	"high"	-1	1	0	-1.25	2	1.25
"1063"	"R_2U5HJSir4dsPrT5"	34	"Female"	""	"African American"	""	"Christianity"	""	"36"	"36"	3	0	2	3	2	1	4	4	6	7	2	4	"4 Neutral"	"4 Neutral"	"7 Strongly agree"	"4 Neutral"	"6 Agree"	52	-100	-82	-34	76	4	6	2	6	"0"	6	6	7	6	"0"	2	6	1	2	"0"	4	3	1	6	"0"	"Republicans"	"Not at all"	2	6	2	6	"0"	"Donald Trump"	"Not at all"	6	6	6	5	"0"	"People are too sensitive about race and gender"	"Not at all"	2	4	1	2	"0"	"Support of multiculturalism"	"To some extent"	4	2	1	6	"0"	""	"1"	"15"	"2561865"	"reps"	116	2.375	"medium"	-0.25625	0.864997437486605	0.0662008097778263	3	5	6	3	5	4.75	4	1	0	1	1	3	4.5	4	2.75	2.25	3.5	3.25	6.25	5.75	1	0.25625	"low"	1	-1	-0.5	-0.5	-0.5	-0.25
"672"	"R_zSS5g3fqVgR2Xg5"	33	"Male"	""	"Caucasian"	""	"Christianity"	""	"40"	"0"	6	5	2	7	4	2	6	3	4	8	2	1	"6 Agree"	"2 Disagree"	"7 Strongly agree"	"7 Strongly agree"	"2 Disagree"	-65	-55	20	-95	-80	2	6	5	7	"65"	2	3	3	3	"-30"	7	7	2	6	"90"	4	6	5	7	"40"	"Democrats"	"&nbsp;"	2	6	3	6	"25"	"Hillary Clinton"	"Not at all"	2	3	3	3	"-45"	"People are too sensitive about race and gender"	"To a large extent"	5	3	1	2	"-95"	"Opposition to multiculturalism"	"&nbsp;"	4	6	5	6	"15"	"Well done."	"0"	"19"	"6474801"	"reps"	117	4.375	"high"	1.74375	1.47590651980958	0.6771098921008	5	7	6	6	1	3.75	6	1	1	1	1	4	5	4.25	5.5	2.75	5.5	5.25	2.75	2.75	1	1.74375	"high"	-1	1	-0.75	-2.75	0	-0.25
"796"	"R_3J5ioE7xdI8MQjF"	36	"Female"	""	"Caucasian"	""	"Christianity"	""	"24"	"18"	1	0	3	4	2	2	4	3	5	8	3	4	"6 Agree"	"5 Slightly agree"	"7 Strongly agree"	"7 Strongly agree"	"3 Slightly disagree"	0	23	1	-100	-58	1	4	5	3	"20"	7	7	6	3	"0"	6	6	1	2	"39"	5	5	2	6	"0"	"Democrats"	"Not at all"	3	5	5	4	"-21"	"Hillary Clinton"	"&nbsp;"	7	5	5	3	"-7"	"People are too sensitive about race and gender"	"&nbsp;"	5	5	1	2	"-5"	"Opposition to multiculturalism"	"Not at all"	4	6	2	6	"0"	""	"0"	"19"	"7936777"	"reps"	118	2.375	"medium"	-0.25625	0.864997437486605	0.0662008097778263	5	4	6	6	2	5	4.5	1	1	1	1	4	3.25	4.25	3.75	3.25	4.5	4.5	5.75	5	-1	-0.25625	"low"	-1	-1	1	-0.5	-0.75	0
"877"	"R_r2Qn7QFbNzZbfGh"	73	"Male"	""	"Caucasian"	""	"Atheist"	""	"34"	"35"	5	4	3	3	1	1	3	3	6	7	5	4	"5 Slightly agree"	"5 Slightly agree"	"7 Strongly agree"	"5 Slightly agree"	"3 Slightly disagree"	20	-47	98	-99	-100	3	6	3	6	"-23"	3	2	2	2	"-20"	5	5	2	3	"17"	4	6	6	2	"14"	"Republicans"	"&nbsp;"	3	5	5	6	"13"	"Donald Trump"	"&nbsp;"	5	2	2	2	"-19"	"People are too sensitive about race and gender"	"To some extent"	6	5	2	2	"-24"	"Support of multiculturalism"	"To some extent"	4	2	6	6	"-22"	"none"	"1"	"8"	"6214751"	"reps"	119	2.875	"medium"	0.24375	1.05605267424931	0.257256046540535	4	4	6	4	2	5.5	4	1	0	1	1	3	4.5	4.75	3.75	3.75	4.5	4.5	2.25	2.75	-1	-0.24375	"high"	1	1	0.25	0	0.5	0
"1369"	"R_2q7N6R9JY7ShEJf"	48	"Female"	""	"Caucasian"	""	"Christianity"	""	"50"	"50"	3	3	5	2	0	0	2	2	6	4	6	3	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	"1 Strongly disagree"	"1 Strongly disagree"	-56	27	100	-100	-100	3	6	6	7	"100"	2	7	7	6	"100"	7	7	6	4	"100"	2	7	6	7	"-100"	"Democrats"	"Not at all"	7	7	6	7	"-100"	"Hillary Clinton"	"To a large extent"	7	5	1	3	"-100"	"People are too sensitive about race and gender"	"&nbsp;"	6	7	2	4	"100"	"Support of multiculturalism"	"Not at all"	3	5	6	7	"0"	""	"0"	"24"	"9231790"	"reps"	120	2.125	"medium"	-0.50625	0.75377180237638	-0.045024825332398	6	8	6	0	0	4.75	7	1	1	1	0	3	5.5	6.75	6	4.75	5.5	5.25	5.5	4	-1	-0.50625	"low"	-1	-1	1.25	-1.25	-1.5	-0.25
"1130"	"R_NWNDoE4HpHub6KJ"	39	"Female"	""	"Asian"	""	"Hinduism"	""	"2"	"3"	2	2	3	3	1	1	3	3	5	5	5	5	"4 Neutral"	"4 Neutral"	"6 Agree"	"6 Agree"	"6 Agree"	-3	13	36	60	61	2	3	6	3	"27"	2	4	3	3	"0"	6	5	3	3	"22"	2	5	3	6	"-27"	"Republicans"	"To some extent"	4	4	5	4	"13"	"Donald Trump"	"&nbsp;"	2	3	2	3	"-36"	"People are too sensitive about race and gender"	"&nbsp;"	6	5	3	3	"42"	"Opposition to multiculturalism"	"To some extent"	0	2	4	3	"50"	"good"	"1"	"15"	"9328565"	"reps"	121	2.25	"medium"	-0.38125	0.810930216216329	0.0121335885075505	3	5	5	5	5	5	4	1	0	1	0	2	3.5	4.25	4.25	4.25	4	2.25	3	2.5	1	0.38125	"low"	1	-1	0.75	0	-0.5	-1.75
"645"	"R_3I4PgPq3Gg43DRF"	32	"Female"	""	"Caucasian"	""	"Christianity"	""	"6"	"-12"	3	2	4	4	2	4	4	3	1	5	5	2	"6 Agree"	"5 Slightly agree"	"7 Strongly agree"	"4 Neutral"	"5 Slightly agree"	-47	-77	36	-92	7	5	6	6	6	"-4"	1	7	7	7	"2"	7	6	1	2	"0"	4	3	5	5	"0"	"Republicans"	"&nbsp;"	6	6	6	6	"0"	"Donald Trump"	"&nbsp;"	7	7	6	7	"0"	"People are too sensitive about race and gender"	"To some extent"	6	5	2	7	"0"	"Support of multiculturalism"	"To some extent"	1	3	6	3	"2"	""	"1"	"12"	"3628907"	"reps"	122	3.25	"high"	0.61875	1.17865499634165	0.379858368632868	5	4	6	3	4	3.25	4.5	1	0	1	1	3	5.75	6	4	5	4.25	3.25	5.5	6.75	-1	-0.61875	"high"	1	1	0.25	1	1.25	-1
"658"	"R_8GI2rTOkdmvf5Kx"	25	"Male"	""	"Caucasian"	""	"Christianity"	""	"48"	"-13"	1	4	3	4	3	3	7	4	1	5	4	0	"5 Slightly agree"	"2 Disagree"	"7 Strongly agree"	"5 Slightly agree"	"6 Agree"	-95	80	15	-98	-95	2	3	1	7	"-90"	2	3	6	7	"95"	2	6	3	5	"0"	5	7	6	7	"-30"	"Democrats"	"Not at all"	2	2	1	7	"-100"	"Hillary Clinton"	"&nbsp;"	2	3	6	7	"0"	"People are too sensitive about race and gender"	"Not at all"	5	7	3	5	"0"	"Opposition to multiculturalism"	"Not at all"	5	7	7	7	"75"	"I'm pretty sure some of mine opinions on these changed in intensity to some degree, but I hope none of them changed in direction. Free speech is good and important."	"0"	"14"	"3488693"	"reps"	123	3.625	"high"	0.99375	1.28785428830664	0.48905766059786	4	7	6	4	5	2.5	5.5	1	1	1	1	4	3.25	3	4	5	6.25	6.5	4.5	4.5	1	0.99375	"high"	-1	1	-0.25	1	0	0.25
"3181"	"R_1mkIi5MAi168DqF"	73	"Female"	""	"Asian"	""	"Christianity"	""	"0"	"36"	1	1	3	3	2	1	3	2	5	4	5	3	"6 Agree"	"5 Slightly agree"	"7 Strongly agree"	"6 Agree"	"5 Slightly agree"	24	25	52	35	30	2	4	7	3	"-15"	5	2	2	3	"-25"	6	5	1	4	"-20"	0	2	3	4	"-50"	"Democrats"	"To some extent"	3	4	6	4	"-40"	"Hillary Clinton"	"To some extent"	4	2	3	2	"-61"	"People are too sensitive about race and gender"	"&nbsp;"	6	4	3	5	"30"	"Opposition to multiculturalism"	"&nbsp;"	4	3	6	5	"54"	"During taking this survey, I tried not to biased for the special issues or parties.  Thank you."	"0"	"21"	"7581550"	"reps"	124	2	"medium"	-0.63125	0.693147180559945	-0.105649447148833	5	4	6	5	4	4.25	4.5	1	1	1	1	4	4	4.25	4	4.5	2.25	4.5	3	2.75	-1	-0.63125	"low"	-1	-1	0.25	0.5	-0.25	2.25
"614"	"R_3hbX4AcblqUBlgG"	65	"Female"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"36"	"0"	4	4	6	7	6	6	8	8	1	8	2	4	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"2 Disagree"	-71	43	100	-100	-100	6	6	7	6	"81"	3	5	7	2	"60"	7	7	3	7	"99"	5	7	7	7	"99"	"Democrats"	"To some extent"	5	6	5	6	"-100"	"Hillary Clinton"	"&nbsp;"	6	3	7	3	"-100"	"People are too sensitive about race and gender"	"To a large extent"	6	5	3	3	"-100"	"Opposition to multiculturalism"	"&nbsp;"	3	7	6	6	"-100"	""	"0"	"23"	"2978516"	"reps"	125	6.125	"high"	3.49375	1.81237875643079	1.01358212872201	6	2	6	6	1	3.75	4	1	1	1	1	4	6.25	5.5	6	4.25	6.5	5.5	4.25	4.75	1	3.49375	"high"	-1	1	-0.75	-1.75	0.5	-1
"848"	"R_3fjkpv05Kr8oARK"	26	"Male"	""	"Caucasian"	""	"Christianity"	""	"50"	"50"	4	5	5	6	0	5	7	7	4	6	0	5	"7 Strongly agree"	"1 Strongly disagree"	"5 Slightly agree"	"2 Disagree"	"2 Disagree"	-80	74	100	-100	-90	2	6	7	5	"49"	2	2	2	2	"-100"	7	6	7	6	"100"	-1	6	2	2	"-100"	"Democrats"	"To some extent"	2	3	3	2	"-46"	"Donald Trump"	"To a large extent"	6	7	6	7	"100"	"People are too insensitive about race and gender"	"&nbsp;"	7	5	6	6	"49"	"Support of multiculturalism"	"&nbsp;"	4	7	7	7	"100"	""	"1"	"3"	"1888869"	"reps"	126	4.875	"high"	2.24375	1.58412010444981	0.785323476741032	6	8	4	1	1	3.75	7	0	1	1	1	3	5	2.5	6.5	6	2.25	6.25	2	6.5	-1	-2.24375	"high"	1	1	-2.5	-0.5	4.5	4
"2115"	"R_1GZw5XHu8tx9mCv"	44	"Female"	""	"Caucasian"	""	"Christianity"	""	"50"	"50"	5	3	7	2	3	4	4	3	5	6	5	4	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"6 Agree"	"5 Slightly agree"	-100	91	82	-100	-100	4	6	7	6	"61"	7	7	4	7	"60"	7	6	3	2	"41"	2	3	6	6	"60"	"Democrats"	"&nbsp;"	4	6	6	6	"20"	"Hillary Clinton"	"&nbsp;"	6	6	4	5	"-43"	"People are too sensitive about race and gender"	"&nbsp;"	7	6	3	2	"19"	"Support of multiculturalism"	"&nbsp;"	4	4	6	5	"41"	""	"0"	"14"	"5390598"	"reps"	127	3.875	"high"	1.24375	1.35454566280531	0.555749035096532	6	2	6	5	4	5	4	1	1	1	0	3	5.75	5.5	4.5	4.5	4.25	4.75	6.25	5.25	1	1.24375	"high"	-1	1	-0.25	0	-1	0.5
"1371"	"R_20TBon4OhG3P6yO"	55	"Male"	""	"Caucasian"	""	"Christianity"	""	"15"	"-16"	1	1	3	3	4	1	4	4	2	6	2	2	"4 Neutral"	"4 Neutral"	"6 Agree"	"5 Slightly agree"	"4 Neutral"	23	48	-91	-71	39	4	6	5	6	"60"	4	5	5	3	"80"	5	5	3	3	"60"	4	5	5	5	"19"	"Republicans"	"&nbsp;"	4	6	6	6	"59"	"Donald Trump"	"&nbsp;"	3	3	2	2	"-17"	"People are too insensitive about race and gender"	"To some extent"	4	5	3	3	"-30"	"Support of multiculturalism"	"To some extent"	4	5	5	5	"-30"	""	"1"	"5"	"6119047"	"reps"	128	2.625	"medium"	-0.00625000000000009	0.965080896043587	0.166284268334809	3	5	5	4	3	3	4	1	1	1	1	4	5.25	5.5	4	3.75	4.75	4.75	4.25	2.5	1	0.00625000000000009	"low"	1	-1	0.25	-0.25	-1.75	0
"1152"	"R_2zOy8IAQyqMqcU6"	56	"Female"	""	"Caucasian"	""	"Christianity"	""	"9"	"15"	4	4	6	6	4	4	4	4	5	7	5	4	"4 Neutral"	"3 Slightly disagree"	"5 Slightly agree"	"4 Neutral"	"5 Slightly agree"	29	18	100	5	7	3	3	3	3	"-76"	3	2	2	3	"-87"	5	5	3	2	"11"	3	5	3	5	"14"	"Republicans"	"To some extent"	3	5	5	5	"47"	"Donald Trump"	"Not at all"	3	5	3	3	"0"	"People are too sensitive about race and gender"	"To some extent"	5	5	3	3	"0"	"Support of multiculturalism"	"To some extent"	3	5	3	5	"16"	""	"1"	"7"	"9933661"	"reps"	129	4.5	"high"	1.86875	1.50407739677627	0.705280769067496	3	6	4	3	4	5.25	4.5	1	0	1	1	3	3	4.5	3.75	4	4	4	2.5	3.5	-1	-1.86875	"high"	1	1	1.5	0.25	1	0
